"seed","mu_base","mu_inv","sigmaK","alpha","rep","N","en_var","mig1","mig2","theta1","theta2","burnin","chrom_num","r"
3388305,1e-05,1e-05,0.9,0.002,3,1000,0,0.25,0.25,1,-1,4000,21,1e-06
3388306,1e-05,1e-05,0.9,0.002,3,1000,0,0.5,0.5,1,-1,4000,21,1e-06
3388307,1e-05,1e-05,0.9,0.002,3,1000,0.15,0.001,0.001,1,-1,4000,21,1e-06
3388308,1e-05,1e-05,0.9,0.002,3,1000,0.15,0.01,0.01,1,-1,4000,21,1e-06
3388309,1e-05,1e-05,0.9,0.002,3,1000,0.15,0.1,0.1,1,-1,4000,21,1e-06
3388310,1e-05,1e-05,0.9,0.002,3,1000,0.15,0.25,0.25,1,-1,4000,21,1e-06
3388311,1e-05,1e-05,0.9,0.002,3,1000,0.15,0.5,0.5,1,-1,4000,21,1e-06
3388312,1e-05,1e-05,0.9,0.002,4,1000,0,0.001,0.001,1,-1,4000,21,1e-06
3388313,1e-05,1e-05,0.9,0.002,4,1000,0,0.01,0.01,1,-1,4000,21,1e-06
3388314,1e-05,1e-05,0.9,0.002,4,1000,0,0.1,0.1,1,-1,4000,21,1e-06
3388315,1e-05,1e-05,0.9,0.002,4,1000,0,0.25,0.25,1,-1,4000,21,1e-06
3388316,1e-05,1e-05,0.9,0.002,4,1000,0,0.5,0.5,1,-1,4000,21,1e-06
3388317,1e-05,1e-05,0.9,0.002,4,1000,0.15,0.001,0.001,1,-1,4000,21,1e-06
3388318,1e-05,1e-05,0.9,0.002,4,1000,0.15,0.01,0.01,1,-1,4000,21,1e-06
3388319,1e-05,1e-05,0.9,0.002,4,1000,0.15,0.1,0.1,1,-1,4000,21,1e-06
3388320,1e-05,1e-05,0.9,0.002,4,1000,0.15,0.25,0.25,1,-1,4000,21,1e-06
3388321,1e-05,1e-05,0.9,0.002,4,1000,0.15,0.5,0.5,1,-1,4000,21,1e-06
3388322,1e-05,1e-05,0.9,0.002,5,1000,0,0.001,0.001,1,-1,4000,21,1e-06
3388323,1e-05,1e-05,0.9,0.002,5,1000,0,0.01,0.01,1,-1,4000,21,1e-06
3388324,1e-05,1e-05,0.9,0.002,5,1000,0,0.1,0.1,1,-1,4000,21,1e-06
3388325,1e-05,1e-05,0.9,0.002,5,1000,0,0.25,0.25,1,-1,4000,21,1e-06
3388326,1e-05,1e-05,0.9,0.002,5,1000,0,0.5,0.5,1,-1,4000,21,1e-06
3388327,1e-05,1e-05,0.9,0.002,5,1000,0.15,0.001,0.001,1,-1,4000,21,1e-06
3388328,1e-05,1e-05,0.9,0.002,5,1000,0.15,0.01,0.01,1,-1,4000,21,1e-06
3388329,1e-05,1e-05,0.9,0.002,5,1000,0.15,0.1,0.1,1,-1,4000,21,1e-06
3388330,1e-05,1e-05,0.9,0.002,5,1000,0.15,0.25,0.25,1,-1,4000,21,1e-06
3388331,1e-05,1e-05,0.9,0.002,5,1000,0.15,0.5,0.5,1,-1,4000,21,1e-06
3388332,1e-05,1e-05,0.9,0.2,1,1000,0,0.001,0.001,1,-1,4000,21,1e-06
3388333,1e-05,1e-05,0.9,0.2,1,1000,0,0.01,0.01,1,-1,4000,21,1e-06
3388334,1e-05,1e-05,0.9,0.2,1,1000,0,0.1,0.1,1,-1,4000,21,1e-06
3388335,1e-05,1e-05,0.9,0.2,1,1000,0,0.25,0.25,1,-1,4000,21,1e-06
3388336,1e-05,1e-05,0.9,0.2,1,1000,0,0.5,0.5,1,-1,4000,21,1e-06
3388337,1e-05,1e-05,0.9,0.2,1,1000,0.15,0.001,0.001,1,-1,4000,21,1e-06
3388338,1e-05,1e-05,0.9,0.2,1,1000,0.15,0.01,0.01,1,-1,4000,21,1e-06
3388339,1e-05,1e-05,0.9,0.2,1,1000,0.15,0.1,0.1,1,-1,4000,21,1e-06
3388340,1e-05,1e-05,0.9,0.2,1,1000,0.15,0.25,0.25,1,-1,4000,21,1e-06
3388341,1e-05,1e-05,0.9,0.2,1,1000,0.15,0.5,0.5,1,-1,4000,21,1e-06
3388342,1e-05,1e-05,0.9,0.2,2,1000,0,0.001,0.001,1,-1,4000,21,1e-06
3388343,1e-05,1e-05,0.9,0.2,2,1000,0,0.01,0.01,1,-1,4000,21,1e-06
3388344,1e-05,1e-05,0.9,0.2,2,1000,0,0.1,0.1,1,-1,4000,21,1e-06
3388345,1e-05,1e-05,0.9,0.2,2,1000,0,0.25,0.25,1,-1,4000,21,1e-06
3388346,1e-05,1e-05,0.9,0.2,2,1000,0,0.5,0.5,1,-1,4000,21,1e-06
3388347,1e-05,1e-05,0.9,0.2,2,1000,0.15,0.001,0.001,1,-1,4000,21,1e-06
3388348,1e-05,1e-05,0.9,0.2,2,1000,0.15,0.01,0.01,1,-1,4000,21,1e-06
3388349,1e-05,1e-05,0.9,0.2,2,1000,0.15,0.1,0.1,1,-1,4000,21,1e-06
3388350,1e-05,1e-05,0.9,0.2,2,1000,0.15,0.25,0.25,1,-1,4000,21,1e-06
3388351,1e-05,1e-05,0.9,0.2,2,1000,0.15,0.5,0.5,1,-1,4000,21,1e-06
3388352,1e-05,1e-05,0.9,0.2,3,1000,0,0.001,0.001,1,-1,4000,21,1e-06
3388353,1e-05,1e-05,0.9,0.2,3,1000,0,0.01,0.01,1,-1,4000,21,1e-06
3388354,1e-05,1e-05,0.9,0.2,3,1000,0,0.1,0.1,1,-1,4000,21,1e-06
3388355,1e-05,1e-05,0.9,0.2,3,1000,0,0.25,0.25,1,-1,4000,21,1e-06
3388356,1e-05,1e-05,0.9,0.2,3,1000,0,0.5,0.5,1,-1,4000,21,1e-06
3388357,1e-05,1e-05,0.9,0.2,3,1000,0.15,0.001,0.001,1,-1,4000,21,1e-06
3388358,1e-05,1e-05,0.9,0.2,3,1000,0.15,0.01,0.01,1,-1,4000,21,1e-06
3388359,1e-05,1e-05,0.9,0.2,3,1000,0.15,0.1,0.1,1,-1,4000,21,1e-06
3388360,1e-05,1e-05,0.9,0.2,3,1000,0.15,0.25,0.25,1,-1,4000,21,1e-06
3388361,1e-05,1e-05,0.9,0.2,3,1000,0.15,0.5,0.5,1,-1,4000,21,1e-06
3388362,1e-05,1e-05,0.9,0.2,4,1000,0,0.001,0.001,1,-1,4000,21,1e-06
3388363,1e-05,1e-05,0.9,0.2,4,1000,0,0.01,0.01,1,-1,4000,21,1e-06
3388364,1e-05,1e-05,0.9,0.2,4,1000,0,0.1,0.1,1,-1,4000,21,1e-06
3388365,1e-05,1e-05,0.9,0.2,4,1000,0,0.25,0.25,1,-1,4000,21,1e-06
3388366,1e-05,1e-05,0.9,0.2,4,1000,0,0.5,0.5,1,-1,4000,21,1e-06
3388367,1e-05,1e-05,0.9,0.2,4,1000,0.15,0.001,0.001,1,-1,4000,21,1e-06
3388368,1e-05,1e-05,0.9,0.2,4,1000,0.15,0.01,0.01,1,-1,4000,21,1e-06
3388369,1e-05,1e-05,0.9,0.2,4,1000,0.15,0.1,0.1,1,-1,4000,21,1e-06
3388370,1e-05,1e-05,0.9,0.2,4,1000,0.15,0.25,0.25,1,-1,4000,21,1e-06
3388371,1e-05,1e-05,0.9,0.2,4,1000,0.15,0.5,0.5,1,-1,4000,21,1e-06
3388372,1e-05,1e-05,0.9,0.2,5,1000,0,0.001,0.001,1,-1,4000,21,1e-06
3388373,1e-05,1e-05,0.9,0.2,5,1000,0,0.01,0.01,1,-1,4000,21,1e-06
3388374,1e-05,1e-05,0.9,0.2,5,1000,0,0.1,0.1,1,-1,4000,21,1e-06
3388375,1e-05,1e-05,0.9,0.2,5,1000,0,0.25,0.25,1,-1,4000,21,1e-06
3388376,1e-05,1e-05,0.9,0.2,5,1000,0,0.5,0.5,1,-1,4000,21,1e-06
3388377,1e-05,1e-05,0.9,0.2,5,1000,0.15,0.001,0.001,1,-1,4000,21,1e-06
3388378,1e-05,1e-05,0.9,0.2,5,1000,0.15,0.01,0.01,1,-1,4000,21,1e-06
3388379,1e-05,1e-05,0.9,0.2,5,1000,0.15,0.1,0.1,1,-1,4000,21,1e-06
3388380,1e-05,1e-05,0.9,0.2,5,1000,0.15,0.25,0.25,1,-1,4000,21,1e-06
3388381,1e-05,1e-05,0.9,0.2,5,1000,0.15,0.5,0.5,1,-1,4000,21,1e-06
3388382,1e-05,1e-05,1.5,0.002,1,1000,0,0.001,0.001,1,-1,4000,21,1e-06
3388383,1e-05,1e-05,1.5,0.002,1,1000,0,0.01,0.01,1,-1,4000,21,1e-06
3388384,1e-05,1e-05,1.5,0.002,1,1000,0,0.1,0.1,1,-1,4000,21,1e-06
3388385,1e-05,1e-05,1.5,0.002,1,1000,0,0.25,0.25,1,-1,4000,21,1e-06
3388386,1e-05,1e-05,1.5,0.002,1,1000,0,0.5,0.5,1,-1,4000,21,1e-06
3388387,1e-05,1e-05,1.5,0.002,1,1000,0.15,0.001,0.001,1,-1,4000,21,1e-06
3388388,1e-05,1e-05,1.5,0.002,1,1000,0.15,0.01,0.01,1,-1,4000,21,1e-06
3388389,1e-05,1e-05,1.5,0.002,1,1000,0.15,0.1,0.1,1,-1,4000,21,1e-06
3388390,1e-05,1e-05,1.5,0.002,1,1000,0.15,0.25,0.25,1,-1,4000,21,1e-06
3388391,1e-05,1e-05,1.5,0.002,1,1000,0.15,0.5,0.5,1,-1,4000,21,1e-06
3388392,1e-05,1e-05,1.5,0.002,2,1000,0,0.001,0.001,1,-1,4000,21,1e-06
3388393,1e-05,1e-05,1.5,0.002,2,1000,0,0.01,0.01,1,-1,4000,21,1e-06
3388394,1e-05,1e-05,1.5,0.002,2,1000,0,0.1,0.1,1,-1,4000,21,1e-06
3388395,1e-05,1e-05,1.5,0.002,2,1000,0,0.25,0.25,1,-1,4000,21,1e-06
3388396,1e-05,1e-05,1.5,0.002,2,1000,0,0.5,0.5,1,-1,4000,21,1e-06
3388397,1e-05,1e-05,1.5,0.002,2,1000,0.15,0.001,0.001,1,-1,4000,21,1e-06
3388398,1e-05,1e-05,1.5,0.002,2,1000,0.15,0.01,0.01,1,-1,4000,21,1e-06
3388399,1e-05,1e-05,1.5,0.002,2,1000,0.15,0.1,0.1,1,-1,4000,21,1e-06
3388400,1e-05,1e-05,1.5,0.002,2,1000,0.15,0.25,0.25,1,-1,4000,21,1e-06
3388401,1e-05,1e-05,1.5,0.002,2,1000,0.15,0.5,0.5,1,-1,4000,21,1e-06
3388402,1e-05,1e-05,1.5,0.002,3,1000,0,0.001,0.001,1,-1,4000,21,1e-06
3388403,1e-05,1e-05,1.5,0.002,3,1000,0,0.01,0.01,1,-1,4000,21,1e-06
3388404,1e-05,1e-05,1.5,0.002,3,1000,0,0.1,0.1,1,-1,4000,21,1e-06
3388405,1e-05,1e-05,1.5,0.002,3,1000,0,0.25,0.25,1,-1,4000,21,1e-06
3388406,1e-05,1e-05,1.5,0.002,3,1000,0,0.5,0.5,1,-1,4000,21,1e-06
3388407,1e-05,1e-05,1.5,0.002,3,1000,0.15,0.001,0.001,1,-1,4000,21,1e-06
3388408,1e-05,1e-05,1.5,0.002,3,1000,0.15,0.01,0.01,1,-1,4000,21,1e-06
3388409,1e-05,1e-05,1.5,0.002,3,1000,0.15,0.1,0.1,1,-1,4000,21,1e-06
3388410,1e-05,1e-05,1.5,0.002,3,1000,0.15,0.25,0.25,1,-1,4000,21,1e-06
3388411,1e-05,1e-05,1.5,0.002,3,1000,0.15,0.5,0.5,1,-1,4000,21,1e-06
3388412,1e-05,1e-05,1.5,0.002,4,1000,0,0.001,0.001,1,-1,4000,21,1e-06
3388413,1e-05,1e-05,1.5,0.002,4,1000,0,0.01,0.01,1,-1,4000,21,1e-06
3388414,1e-05,1e-05,1.5,0.002,4,1000,0,0.1,0.1,1,-1,4000,21,1e-06
3388415,1e-05,1e-05,1.5,0.002,4,1000,0,0.25,0.25,1,-1,4000,21,1e-06
3388416,1e-05,1e-05,1.5,0.002,4,1000,0,0.5,0.5,1,-1,4000,21,1e-06
3388417,1e-05,1e-05,1.5,0.002,4,1000,0.15,0.001,0.001,1,-1,4000,21,1e-06
3388418,1e-05,1e-05,1.5,0.002,4,1000,0.15,0.01,0.01,1,-1,4000,21,1e-06
3388419,1e-05,1e-05,1.5,0.002,4,1000,0.15,0.1,0.1,1,-1,4000,21,1e-06
3388420,1e-05,1e-05,1.5,0.002,4,1000,0.15,0.25,0.25,1,-1,4000,21,1e-06
3388421,1e-05,1e-05,1.5,0.002,4,1000,0.15,0.5,0.5,1,-1,4000,21,1e-06
3388422,1e-05,1e-05,1.5,0.002,5,1000,0,0.001,0.001,1,-1,4000,21,1e-06
3388423,1e-05,1e-05,1.5,0.002,5,1000,0,0.01,0.01,1,-1,4000,21,1e-06
3388424,1e-05,1e-05,1.5,0.002,5,1000,0,0.1,0.1,1,-1,4000,21,1e-06
3388425,1e-05,1e-05,1.5,0.002,5,1000,0,0.25,0.25,1,-1,4000,21,1e-06
3388426,1e-05,1e-05,1.5,0.002,5,1000,0,0.5,0.5,1,-1,4000,21,1e-06
3388427,1e-05,1e-05,1.5,0.002,5,1000,0.15,0.001,0.001,1,-1,4000,21,1e-06
3388428,1e-05,1e-05,1.5,0.002,5,1000,0.15,0.01,0.01,1,-1,4000,21,1e-06
3388429,1e-05,1e-05,1.5,0.002,5,1000,0.15,0.1,0.1,1,-1,4000,21,1e-06
3388430,1e-05,1e-05,1.5,0.002,5,1000,0.15,0.25,0.25,1,-1,4000,21,1e-06
3388431,1e-05,1e-05,1.5,0.002,5,1000,0.15,0.5,0.5,1,-1,4000,21,1e-06
3388432,1e-05,1e-05,1.5,0.2,1,1000,0,0.001,0.001,1,-1,4000,21,1e-06
3388433,1e-05,1e-05,1.5,0.2,1,1000,0,0.01,0.01,1,-1,4000,21,1e-06
3388434,1e-05,1e-05,1.5,0.2,1,1000,0,0.1,0.1,1,-1,4000,21,1e-06
3388435,1e-05,1e-05,1.5,0.2,1,1000,0,0.25,0.25,1,-1,4000,21,1e-06
3388436,1e-05,1e-05,1.5,0.2,1,1000,0,0.5,0.5,1,-1,4000,21,1e-06
3388437,1e-05,1e-05,1.5,0.2,1,1000,0.15,0.001,0.001,1,-1,4000,21,1e-06
3388438,1e-05,1e-05,1.5,0.2,1,1000,0.15,0.01,0.01,1,-1,4000,21,1e-06
3388439,1e-05,1e-05,1.5,0.2,1,1000,0.15,0.1,0.1,1,-1,4000,21,1e-06
3388440,1e-05,1e-05,1.5,0.2,1,1000,0.15,0.25,0.25,1,-1,4000,21,1e-06
3388441,1e-05,1e-05,1.5,0.2,1,1000,0.15,0.5,0.5,1,-1,4000,21,1e-06
3388442,1e-05,1e-05,1.5,0.2,2,1000,0,0.001,0.001,1,-1,4000,21,1e-06
3388443,1e-05,1e-05,1.5,0.2,2,1000,0,0.01,0.01,1,-1,4000,21,1e-06
3388444,1e-05,1e-05,1.5,0.2,2,1000,0,0.1,0.1,1,-1,4000,21,1e-06
3388445,1e-05,1e-05,1.5,0.2,2,1000,0,0.25,0.25,1,-1,4000,21,1e-06
3388446,1e-05,1e-05,1.5,0.2,2,1000,0,0.5,0.5,1,-1,4000,21,1e-06
3388447,1e-05,1e-05,1.5,0.2,2,1000,0.15,0.001,0.001,1,-1,4000,21,1e-06
3388448,1e-05,1e-05,1.5,0.2,2,1000,0.15,0.01,0.01,1,-1,4000,21,1e-06
3388449,1e-05,1e-05,1.5,0.2,2,1000,0.15,0.1,0.1,1,-1,4000,21,1e-06
3388450,1e-05,1e-05,1.5,0.2,2,1000,0.15,0.25,0.25,1,-1,4000,21,1e-06
3388451,1e-05,1e-05,1.5,0.2,2,1000,0.15,0.5,0.5,1,-1,4000,21,1e-06
3388452,1e-05,1e-05,1.5,0.2,3,1000,0,0.001,0.001,1,-1,4000,21,1e-06
3388453,1e-05,1e-05,1.5,0.2,3,1000,0,0.01,0.01,1,-1,4000,21,1e-06
3388454,1e-05,1e-05,1.5,0.2,3,1000,0,0.1,0.1,1,-1,4000,21,1e-06
3388455,1e-05,1e-05,1.5,0.2,3,1000,0,0.25,0.25,1,-1,4000,21,1e-06
3388456,1e-05,1e-05,1.5,0.2,3,1000,0,0.5,0.5,1,-1,4000,21,1e-06
3388457,1e-05,1e-05,1.5,0.2,3,1000,0.15,0.001,0.001,1,-1,4000,21,1e-06
3388458,1e-05,1e-05,1.5,0.2,3,1000,0.15,0.01,0.01,1,-1,4000,21,1e-06
3388459,1e-05,1e-05,1.5,0.2,3,1000,0.15,0.1,0.1,1,-1,4000,21,1e-06
3388460,1e-05,1e-05,1.5,0.2,3,1000,0.15,0.25,0.25,1,-1,4000,21,1e-06
3388461,1e-05,1e-05,1.5,0.2,3,1000,0.15,0.5,0.5,1,-1,4000,21,1e-06
3388462,1e-05,1e-05,1.5,0.2,4,1000,0,0.001,0.001,1,-1,4000,21,1e-06
3388463,1e-05,1e-05,1.5,0.2,4,1000,0,0.01,0.01,1,-1,4000,21,1e-06
3388464,1e-05,1e-05,1.5,0.2,4,1000,0,0.1,0.1,1,-1,4000,21,1e-06
3388465,1e-05,1e-05,1.5,0.2,4,1000,0,0.25,0.25,1,-1,4000,21,1e-06
3388466,1e-05,1e-05,1.5,0.2,4,1000,0,0.5,0.5,1,-1,4000,21,1e-06
3388467,1e-05,1e-05,1.5,0.2,4,1000,0.15,0.001,0.001,1,-1,4000,21,1e-06
3388468,1e-05,1e-05,1.5,0.2,4,1000,0.15,0.01,0.01,1,-1,4000,21,1e-06
3388469,1e-05,1e-05,1.5,0.2,4,1000,0.15,0.1,0.1,1,-1,4000,21,1e-06
3388470,1e-05,1e-05,1.5,0.2,4,1000,0.15,0.25,0.25,1,-1,4000,21,1e-06
3388471,1e-05,1e-05,1.5,0.2,4,1000,0.15,0.5,0.5,1,-1,4000,21,1e-06
3388472,1e-05,1e-05,1.5,0.2,5,1000,0,0.001,0.001,1,-1,4000,21,1e-06
3388473,1e-05,1e-05,1.5,0.2,5,1000,0,0.01,0.01,1,-1,4000,21,1e-06
3388474,1e-05,1e-05,1.5,0.2,5,1000,0,0.1,0.1,1,-1,4000,21,1e-06
3388475,1e-05,1e-05,1.5,0.2,5,1000,0,0.25,0.25,1,-1,4000,21,1e-06
3388476,1e-05,1e-05,1.5,0.2,5,1000,0,0.5,0.5,1,-1,4000,21,1e-06
3388477,1e-05,1e-05,1.5,0.2,5,1000,0.15,0.001,0.001,1,-1,4000,21,1e-06
3388478,1e-05,1e-05,1.5,0.2,5,1000,0.15,0.01,0.01,1,-1,4000,21,1e-06
3388479,1e-05,1e-05,1.5,0.2,5,1000,0.15,0.1,0.1,1,-1,4000,21,1e-06
3388480,1e-05,1e-05,1.5,0.2,5,1000,0.15,0.25,0.25,1,-1,4000,21,1e-06
3388481,1e-05,1e-05,1.5,0.2,5,1000,0.15,0.5,0.5,1,-1,4000,21,1e-06
3388482,1e-05,1e-05,5,0.002,1,1000,0,0.001,0.001,1,-1,4000,21,1e-06
3388483,1e-05,1e-05,5,0.002,1,1000,0,0.01,0.01,1,-1,4000,21,1e-06
3388484,1e-05,1e-05,5,0.002,1,1000,0,0.1,0.1,1,-1,4000,21,1e-06
3388485,1e-05,1e-05,5,0.002,1,1000,0,0.25,0.25,1,-1,4000,21,1e-06
3388486,1e-05,1e-05,5,0.002,1,1000,0,0.5,0.5,1,-1,4000,21,1e-06
3388487,1e-05,1e-05,5,0.002,1,1000,0.15,0.001,0.001,1,-1,4000,21,1e-06
3388488,1e-05,1e-05,5,0.002,1,1000,0.15,0.01,0.01,1,-1,4000,21,1e-06
3388489,1e-05,1e-05,5,0.002,1,1000,0.15,0.1,0.1,1,-1,4000,21,1e-06
3388490,1e-05,1e-05,5,0.002,1,1000,0.15,0.25,0.25,1,-1,4000,21,1e-06
3388491,1e-05,1e-05,5,0.002,1,1000,0.15,0.5,0.5,1,-1,4000,21,1e-06
3388492,1e-05,1e-05,5,0.002,2,1000,0,0.001,0.001,1,-1,4000,21,1e-06
3388493,1e-05,1e-05,5,0.002,2,1000,0,0.01,0.01,1,-1,4000,21,1e-06
3388494,1e-05,1e-05,5,0.002,2,1000,0,0.1,0.1,1,-1,4000,21,1e-06
3388495,1e-05,1e-05,5,0.002,2,1000,0,0.25,0.25,1,-1,4000,21,1e-06
3388496,1e-05,1e-05,5,0.002,2,1000,0,0.5,0.5,1,-1,4000,21,1e-06
3388497,1e-05,1e-05,5,0.002,2,1000,0.15,0.001,0.001,1,-1,4000,21,1e-06
3388498,1e-05,1e-05,5,0.002,2,1000,0.15,0.01,0.01,1,-1,4000,21,1e-06
3388499,1e-05,1e-05,5,0.002,2,1000,0.15,0.1,0.1,1,-1,4000,21,1e-06
3388500,1e-05,1e-05,5,0.002,2,1000,0.15,0.25,0.25,1,-1,4000,21,1e-06
3388501,1e-05,1e-05,5,0.002,2,1000,0.15,0.5,0.5,1,-1,4000,21,1e-06
3388502,1e-05,1e-05,5,0.002,3,1000,0,0.001,0.001,1,-1,4000,21,1e-06
3388503,1e-05,1e-05,5,0.002,3,1000,0,0.01,0.01,1,-1,4000,21,1e-06
3388504,1e-05,1e-05,5,0.002,3,1000,0,0.1,0.1,1,-1,4000,21,1e-06
3388505,1e-05,1e-05,5,0.002,3,1000,0,0.25,0.25,1,-1,4000,21,1e-06
3388506,1e-05,1e-05,5,0.002,3,1000,0,0.5,0.5,1,-1,4000,21,1e-06
3388507,1e-05,1e-05,5,0.002,3,1000,0.15,0.001,0.001,1,-1,4000,21,1e-06
3388508,1e-05,1e-05,5,0.002,3,1000,0.15,0.01,0.01,1,-1,4000,21,1e-06
3388509,1e-05,1e-05,5,0.002,3,1000,0.15,0.1,0.1,1,-1,4000,21,1e-06
3388510,1e-05,1e-05,5,0.002,3,1000,0.15,0.25,0.25,1,-1,4000,21,1e-06
3388511,1e-05,1e-05,5,0.002,3,1000,0.15,0.5,0.5,1,-1,4000,21,1e-06
3388512,1e-05,1e-05,5,0.002,4,1000,0,0.001,0.001,1,-1,4000,21,1e-06
3388513,1e-05,1e-05,5,0.002,4,1000,0,0.01,0.01,1,-1,4000,21,1e-06
3388514,1e-05,1e-05,5,0.002,4,1000,0,0.1,0.1,1,-1,4000,21,1e-06
3388515,1e-05,1e-05,5,0.002,4,1000,0,0.25,0.25,1,-1,4000,21,1e-06
3388516,1e-05,1e-05,5,0.002,4,1000,0,0.5,0.5,1,-1,4000,21,1e-06
3388517,1e-05,1e-05,5,0.002,4,1000,0.15,0.001,0.001,1,-1,4000,21,1e-06
3388518,1e-05,1e-05,5,0.002,4,1000,0.15,0.01,0.01,1,-1,4000,21,1e-06
3388519,1e-05,1e-05,5,0.002,4,1000,0.15,0.1,0.1,1,-1,4000,21,1e-06
3388520,1e-05,1e-05,5,0.002,4,1000,0.15,0.25,0.25,1,-1,4000,21,1e-06
3388521,1e-05,1e-05,5,0.002,4,1000,0.15,0.5,0.5,1,-1,4000,21,1e-06
3388522,1e-05,1e-05,5,0.002,5,1000,0,0.001,0.001,1,-1,4000,21,1e-06
3388523,1e-05,1e-05,5,0.002,5,1000,0,0.01,0.01,1,-1,4000,21,1e-06
3388524,1e-05,1e-05,5,0.002,5,1000,0,0.1,0.1,1,-1,4000,21,1e-06
3388525,1e-05,1e-05,5,0.002,5,1000,0,0.25,0.25,1,-1,4000,21,1e-06
3388526,1e-05,1e-05,5,0.002,5,1000,0,0.5,0.5,1,-1,4000,21,1e-06
3388527,1e-05,1e-05,5,0.002,5,1000,0.15,0.001,0.001,1,-1,4000,21,1e-06
3388528,1e-05,1e-05,5,0.002,5,1000,0.15,0.01,0.01,1,-1,4000,21,1e-06
3388529,1e-05,1e-05,5,0.002,5,1000,0.15,0.1,0.1,1,-1,4000,21,1e-06
3388530,1e-05,1e-05,5,0.002,5,1000,0.15,0.25,0.25,1,-1,4000,21,1e-06
3388531,1e-05,1e-05,5,0.002,5,1000,0.15,0.5,0.5,1,-1,4000,21,1e-06
3388532,1e-05,1e-05,5,0.2,1,1000,0,0.001,0.001,1,-1,4000,21,1e-06
3388533,1e-05,1e-05,5,0.2,1,1000,0,0.01,0.01,1,-1,4000,21,1e-06
3388534,1e-05,1e-05,5,0.2,1,1000,0,0.1,0.1,1,-1,4000,21,1e-06
3388535,1e-05,1e-05,5,0.2,1,1000,0,0.25,0.25,1,-1,4000,21,1e-06
3388536,1e-05,1e-05,5,0.2,1,1000,0,0.5,0.5,1,-1,4000,21,1e-06
3388537,1e-05,1e-05,5,0.2,1,1000,0.15,0.001,0.001,1,-1,4000,21,1e-06
3388538,1e-05,1e-05,5,0.2,1,1000,0.15,0.01,0.01,1,-1,4000,21,1e-06
3388539,1e-05,1e-05,5,0.2,1,1000,0.15,0.1,0.1,1,-1,4000,21,1e-06
3388540,1e-05,1e-05,5,0.2,1,1000,0.15,0.25,0.25,1,-1,4000,21,1e-06
3388541,1e-05,1e-05,5,0.2,1,1000,0.15,0.5,0.5,1,-1,4000,21,1e-06
3388542,1e-05,1e-05,5,0.2,2,1000,0,0.001,0.001,1,-1,4000,21,1e-06
3388543,1e-05,1e-05,5,0.2,2,1000,0,0.01,0.01,1,-1,4000,21,1e-06
3388544,1e-05,1e-05,5,0.2,2,1000,0,0.1,0.1,1,-1,4000,21,1e-06
3388545,1e-05,1e-05,5,0.2,2,1000,0,0.25,0.25,1,-1,4000,21,1e-06
3388546,1e-05,1e-05,5,0.2,2,1000,0,0.5,0.5,1,-1,4000,21,1e-06
3388547,1e-05,1e-05,5,0.2,2,1000,0.15,0.001,0.001,1,-1,4000,21,1e-06
3388548,1e-05,1e-05,5,0.2,2,1000,0.15,0.01,0.01,1,-1,4000,21,1e-06
3388549,1e-05,1e-05,5,0.2,2,1000,0.15,0.1,0.1,1,-1,4000,21,1e-06
3388550,1e-05,1e-05,5,0.2,2,1000,0.15,0.25,0.25,1,-1,4000,21,1e-06
3388551,1e-05,1e-05,5,0.2,2,1000,0.15,0.5,0.5,1,-1,4000,21,1e-06
3388552,1e-05,1e-05,5,0.2,3,1000,0,0.001,0.001,1,-1,4000,21,1e-06
3388553,1e-05,1e-05,5,0.2,3,1000,0,0.01,0.01,1,-1,4000,21,1e-06
3388554,1e-05,1e-05,5,0.2,3,1000,0,0.1,0.1,1,-1,4000,21,1e-06
3388555,1e-05,1e-05,5,0.2,3,1000,0,0.25,0.25,1,-1,4000,21,1e-06
3388556,1e-05,1e-05,5,0.2,3,1000,0,0.5,0.5,1,-1,4000,21,1e-06
3388557,1e-05,1e-05,5,0.2,3,1000,0.15,0.001,0.001,1,-1,4000,21,1e-06
3388558,1e-05,1e-05,5,0.2,3,1000,0.15,0.01,0.01,1,-1,4000,21,1e-06
3388559,1e-05,1e-05,5,0.2,3,1000,0.15,0.1,0.1,1,-1,4000,21,1e-06
3388560,1e-05,1e-05,5,0.2,3,1000,0.15,0.25,0.25,1,-1,4000,21,1e-06
3388561,1e-05,1e-05,5,0.2,3,1000,0.15,0.5,0.5,1,-1,4000,21,1e-06
3388562,1e-05,1e-05,5,0.2,4,1000,0,0.001,0.001,1,-1,4000,21,1e-06
3388563,1e-05,1e-05,5,0.2,4,1000,0,0.01,0.01,1,-1,4000,21,1e-06
3388564,1e-05,1e-05,5,0.2,4,1000,0,0.1,0.1,1,-1,4000,21,1e-06
3388565,1e-05,1e-05,5,0.2,4,1000,0,0.25,0.25,1,-1,4000,21,1e-06
3388566,1e-05,1e-05,5,0.2,4,1000,0,0.5,0.5,1,-1,4000,21,1e-06
3388567,1e-05,1e-05,5,0.2,4,1000,0.15,0.001,0.001,1,-1,4000,21,1e-06
3388568,1e-05,1e-05,5,0.2,4,1000,0.15,0.01,0.01,1,-1,4000,21,1e-06
3388569,1e-05,1e-05,5,0.2,4,1000,0.15,0.1,0.1,1,-1,4000,21,1e-06
3388570,1e-05,1e-05,5,0.2,4,1000,0.15,0.25,0.25,1,-1,4000,21,1e-06
